6,4514221	24,6843473													
5,1797378	24,7817196													
4,6231768	6,1449402													
7,0406621	24,926098													
3,8991616	5,7549374													
5,5299448	24,8761094													
3,3299339	6,1879498													
6,8454599	24,4833444													
6,1266039	24,9505051													
4,6784845	6,2928469													
6,34633	24,2612007													
5,7591515	24,4986251													
3,1998711	5,7817833													
5,8999638	23,6807707													
5,9327883	25,2416569													
3,9047668	5,4471344													
5,8145005	25,4885732													
3,5503884	6,3534605													 
2,8724148	6,3340202													
6,6093484	25,4663036													
5,2768458	7,3443931													
2,9773604	6,7139594													
3,056141	6,309898													
3,9226016	7,0174771													
3,272968	7,1215385													
5,4242781	24,981064													
6,4674364	24,5281592													
3,7492678	6,5498884													
6,6659824	24,5875052													
4,0085842	5,8819433													
4,3490366	6,6850146													
3,1946801	5,3146654													
4,9665651	6,7205212													
4,4608308	6,9187724													
3,9356332	6,8055503													
5,7960388	24,4535456													
4,3951112	5,9778111													
4,9849125	24,8797297													
4,6490347	6,3535223													
4,6784261	24,5959361													
3,9196461	6,3082801													
5,6921606	25,7290953													
6,4307083	24,9516389													
2,6380797	5,8263896													
5,417282	24,3955187													
5,1854695	25,0230983													
4,5436192	6,061408													
3,5911194	6,4892811													
4,6903956	5,5714887													
7,3181232	25,251254													
4,3440769	6,7515297													
3,3082254	6,273393													
7,2758096	25,2154074													
3,5917854	5,9088081													
5,4673188	24,2720607													
5,4469179	24,8911252													
3,4398302	6,185162													
5,493838	25,4106179													
3,7877667	6,542575													
5,2477921	24,911627													
6,3394618	24,7107836													
5,6955486	24,3509157													
3,8479077	6,8747641													
3,6010031	6,1452069													
3,2914589	6,5769847													
6,2440541	24,5097863													
5,5404625	24,7645742													
3,4040143	6,6182521													
5,3543279	24,5195801													
4,7619786	6,5726078													
4,2428564	6,7833534													
3,9380757	6,1298247													
4,3521823	5,5997862													
4,4360384	6,314989													
6,7485465	23,9778188													
3,7115213	6,2853612													
3,860983	6,5583389													
3,3437307	6,3889951													
5,4354232	25,35133													
6,3974493	25,663799													
4,4668128	6,4342892													
5,1268198	24,8846141													
3,7584359	6,45903													
4,9144768	7,1894946													
4,4685518	5,9170799													
3,56615	6,4604371													
5,5197461	25,1855992													
6,5676796	25,6786221													
6,2677217	25,1748041													
3,7662434	7,2220805													
6,9610137	24,3802301													
4,4907346	24,9011697													
6,9034335	24,1208247													
6,0346081	25,2421658													
4,3671454	5,9948482													
6,6340911	24,6437321													
5,3542856	25,4667903													
6,5140715	24,5935909													
5,574821	25,3043486													
6,0824437	25,4000435													
5,1408977	25,0104021													
6,0711963	24,3251019													
4,4679716	6,4211588													
4,7191924	6,7089475													
5,3861952	24,7311365													
5,4182669	24,9546899													
4,161569	6,1121513													
5,860509	23,3756421													
6,2163677	25,322764													
3,9070149	7,0687962													
5,0396617	7,1050614													
4,3564518	6,5071565													
5,6463824	24,5188211													
6,3566925	24,9706785													
3,4999201	6,3520972													
3,7094837	6,3596637													
5,2467253	25,2222087													
4,1449456	7,4825733													
4,6007594	6,1376052													
5,8558167	25,0520823													
5,4845081	24,5167848													
2,7156698	7,4210283													
5,9462853	24,9130738													
5,6307832	23,8253857													
6,0962461	25,4984384													
6,9190787	25,1987232													
5,1466463	24,5043752													
5,1046727	5,6033546													
3,1975479	7,142208													
6,5595994	25,4268528													
5,7256377	25,0563008													
5,2621967	24,6144788													
6,1834825	25,5217119													
5,9627162	24,9347991													
4,9514859	25,5420422													
4,2120654	6,4728913													
6,3144921	25,152091													
4,5963064	7,0193769													
6,1834228	25,7441021													
3,8088456	6,4307747													
3,7402563	7,6132447													
6,4763494	24,8640122													
5,6301749	25,2234146													
4,72708	6,4438604													
3,9778769	5,7654217													
5,1551774	24,5138645													
5,2176987	6,56175													
4,0995558	6,7077888													
7,4400609	25,611456													
3,1886883	7,2111558													
2,9140464	6,1132956													
3,3410225	6,5692584													
4,1668085	6,2372482													
3,3535588	5,9055613													
2,8293003	6,1836261													
5,0298436	24,6599368													
6,0356437	25,4294158													
5,6100917	25,1347662													
3,8887484	6,4533233													
4,0515134	6,4440729													
2,9746835	6,8343621													
7,0599018	25,1999738													
3,5039967	6,4654731													
5,6559831	24,1719224													
6,7761205	24,1276785													
3,8418038	7,3491037													
4,4357837	5,5718202													
4,172537	5,7042857													
6,205025	24,6851615													
5,0309092	6,2525697													
4,4992698	5,5518054													
4,1947019	5,7974099													
3,8001899	5,4503126													
4,854657	6,2126059													
2,8417371	6,9908731													
7,4498161	24,4299988													
3,4297616	6,8164846													
4,1593806	6,1199898													
3,9609365	6,7418318													
3,5361172	5,8146397													
7,3217577	24,9651512													
4,2967146	5,7952927													
4,0632663	6,7604705													
4,3137938	6,2850986													
4,2544478	6,2231757													
6,2492314	25,2365118													
5,2631993	23,9472328													
7,4573463	25,7329923													
4,4574372	6,3411226													
4,2537546	6,188607													
6,8086237	24,4678612													
6,2047167	24,5477592													
5,9097826	25,6363895													
6,1623418	24,458708													
6,0863654	24,602935													
4,7182119	6,443767													
5,5787279	25,4581174													
2,5978706	5,9933168													
3,8087685	6,4463324													
3,5833853	6,2817921													
4,4562208	6,4966653													
4,3242404	5,7590002													
5,9132104	24,5234069													
4,091179	6,4175427													
5,2151404	24,6364261													
6,1048426	25,2339198													
3,670193	6,1600348													
6,2912957	25,1031355													
4,0733364	24,5466423													
6,9421618	24,6580829													
5,58732	24,9140679													
3,5490803	5,7558951													
6,3410539	24,8906316													
6,3402147	24,525091													
