3,611522	5,5424751
16,0085784	19,1975997
4,5547918	6,5407663
5,275949	5,6686193
5,2155119	6,0566036
4,1638574	6,7048911
4,9787877	7,1484357
5,2032345	7,2242537
4,6235322	5,1606772
4,5882082	6,0427039
15,7121092	18,2085116
16,120383	19,2592331
5,5847462	5,7337944
4,8452517	6,5318107
8,2746616	17,1456241
3,9661844	7,1011995
5,3319271	6,598697
3,7394526	6,8776558
16,4301301	18,2363508
4,4324224	6,9581658
5,9078289	6,5108556
3,8293679	7,6918835
4,8533883	7,2223676
17,4967056	18,6507374
4,7483497	6,1160834
17,1840523	17,2135106
7,8265965	17,7738179
3,9347592	5,8644329
7,3847271	17,7847023
6,8368466	16,7964908
18,0193366	18,2432718
4,3978747	5,68227
4,7856214	7,5708637
4,4597824	7,4030071
2,878506	7,225132
3,9794243	7,9616987
6,0298093	5,7162244
5,7728745	6,9077729
4,721077	6,0748526
16,0078597	18,9828273
4,5195887	6,5556111
5,4164433	5,3865476
3,7324851	6,7987242
7,9459506	15,9055875
4,322926	6,6850617
4,5511098	5,3405495
3,8659065	6,7201762
16,4975046	19,2416065
5,3993733	6,2746536
3,4141814	7,7304626
4,5966518	5,6904063
3,7347593	5,2033055
16,2320942	18,4083614
7,6655918	16,9378135
4,8051356	6,6771708
5,661925	5,2432094
7,3656421	17,147416
5,0598875	5,520352
15,8087642	17,8048777
5,0271728	4,8870897
4,3562403	6,6863297
4,9331159	5,4710636
16,6690592	20,5864306
4,7314749	6,5494391
5,0309505	6,8221503
4,2359916	5,7499832
16,3783618	17,9279137
17,0015818	18,0102233
5,089497	6,0486519
4,8869434	6,7712357
17,3673764	17,6341887
4,3963979	7,3697242
4,8937094	7,0977305
4,3909991	5,3649024
17,6878532	17,7537825
4,4052525	7,5698182
4,8975718	5,4139721
3,6612057	6,7808871
3,8521915	7,0698198
4,9833782	8,0451106
16,8575398	18,3628019
3,6488404	5,6487162
6,014822	7,3060325
7,9059194	17,7199429
4,4701962	6,8844585
2,7483972	8,1363223
5,0932721	6,3815101
4,8615528	4,2251841
4,2473992	7,3153729
16,0359531	18,9854357
4,8195097	5,9629943
4,5122008	6,0637685
4,5097349	4,5812757
5,3853137	7,0429561
4,4013495	7,8203594
7,3634804	16,7067089
3,538663	6,5146477
4,7209929	6,1255171
15,9866144	17,4280765
7,6772455	17,5842731
4,5983089	7,1446136
3,7490814	5,7052728
8,3733502	15,6521965
4,9782808	7,0643703
4,3042218	7,251738
16,9503301	18,3180665
3,6040926	6,9583402
4,9544831	6,9901882
15,6599324	18,7616684
7,2885417	15,1428174
6,2249117	5,8941682
16,5651792	18,4338965
5,9155572	6,2899808
16,5583604	19,6197644
4,3284711	5,8077344
4,1379452	7,2650125
5,4358631	7,5337221
4,2491193	6,0886427
3,841153	7,6607272
4,3158788	6,2143722
7,1710869	16,1900508
5,6316206	6,572218
15,372726	19,2233274
7,2181884	16,8782428
4,3074083	6,7192403
16,2063251	19,0924413
15,6351579	17,5132916
4,831669	6,0771916
5,6944078	6,016736
3,609454	6,7795007
4,1134691	6,5572716
4,0399646	7,2216498
4,1825124	6,3503217
5,5429048	5,1054582
7,4197913	16,6337803
16,5578207	17,0426588
8,699828	15,860911
5,2461643	6,6688735
16,8789648	18,9544651
15,8500848	19,6085796
5,5097648	7,1021851
3,9167723	6,5333669
6,02863	5,0127154
9,4210054	15,9446495
3,8553638	6,9836093
7,413724	15,4051815
6,0522868	6,0423677
16,0541527	19,1800709
4,319529	5,6789821
4,168308	6,4186851
16,281194	19,8624313
5,2418853	6,5527385
4,9925136	6,3019177
15,9094528	17,6416503
17,942699	17,6965635
5,1141894	5,6958073
5,9132063	6,2915836
4,4991859	6,0936798
5,0984465	5,9297124
4,9199705	6,5144144
4,2763842	7,482327
4,2268696	8,0090605
5,4606523	6,3858365
4,5470355	6,6832135
17,3971627	18,3824098
3,9889541	7,0692549
4,5624411	7,4100814
17,0471568	18,4293216
3,7078671	6,7435393
3,3785976	7,1776621
4,2016188	5,9071859
5,594302	6,2147926
4,8107798	5,6439517
16,4463201	18,8816743
5,108295	5,8949084
4,9708368	6,7997425
4,9481913	4,8175509
